Order_Date,Region,Category,Sub_Category,Product_Name,Price,Cost,Quantity,Revenue,Profit,Inventory_Days
2023-02-28,North,Grocery,Snacks,Snacks Product 2254,42.65,40.16,2,85.3,4.980000000000004,24
2023-04-30,East,Electronics,Phones,Phones Product 3899,240.35,177.0,19,4566.65,1203.6499999999999,77
2023-01-31,East,Office Supplies,Binders,Binders Product 4630,436.5,347.18,15,6547.5,1339.8,119
2023-01-31,South,Electronics,Accessories,Accessories Product 7157,240.84,213.52,17,4094.28,464.4399999999999,90
2023-05-31,North,Electronics,Laptops,Laptops Product 4055,132.62,111.46,4,530.48,84.64000000000004,46
2023-09-30,East,Clothing,Kids,Kids Product 8189,470.27,342.82,4,1881.08,509.79999999999995,57
2023-11-30,West,Office Supplies,Paper,Paper Product 9585,25.76,21.09,6,154.56,28.02000000000001,30
2023-07-31,West,Furniture,Storage,Storage Product 9552,455.56,274.65,2,911.12,361.82000000000005,25
2023-11-30,West,Grocery,Dairy,Dairy Product 9772,109.12,75.79,17,1855.04,566.61,36
2023-08-31,North,Electronics,Laptops,Laptops Product 7829,264.42,250.57,1,264.42,13.850000000000023,76
2023-11-30,West,Furniture,Storage,Storage Product 8899,313.48,213.56,3,940.44,299.76000000000005,48
2023-04-30,West,Clothing,Men,Men Product 6025,352.78,269.18,4,1411.12,334.39999999999986,43
2023-09-30,North,Clothing,Men,Men Product 8386,366.6,235.55,18,6598.8,2358.9,81
2023-06-30,West,Grocery,Beverages,Beverages Product 6622,439.91,378.33,3,1319.73,184.74000000000012,56
2023-10-31,North,Clothing,Men,Men Product 7886,321.44,227.03,19,6107.36,1793.79,64
2023-07-31,East,Office Supplies,Binders,Binders Product 1974,37.85,35.67,10,378.5,21.799999999999997,89
2023-03-31,West,Electronics,Laptops,Laptops Product 1287,62.85,52.01,7,439.95,75.88000000000002,61
2023-04-30,East,Office Supplies,Paper,Paper Product 7627,197.58,159.29,17,3358.86,650.9300000000003,58
2023-07-31,West,Electronics,Laptops,Laptops Product 1022,312.6,294.94,15,4689.0,264.9000000000004,61
2023-02-28,East,Electronics,Accessories,Accessories Product 7998,92.13,63.75,19,1750.4699999999998,539.2199999999999,103
2023-02-28,South,Clothing,Men,Men Product 3324,94.13,59.86,6,564.78,205.61999999999998,68
2023-01-31,South,Office Supplies,Pens,Pens Product 4255,344.68,284.44,11,3791.48,662.6400000000001,22
2023-06-30,West,Furniture,Tables,Tables Product 9035,326.52,245.6,18,5877.36,1456.5599999999997,73
2023-08-31,South,Electronics,Phones,Phones Product 5231,328.05,261.95,7,2296.35,462.70000000000016,99
2023-04-30,North,Grocery,Beverages,Beverages Product 2806,392.11,342.85,4,1568.44,197.03999999999996,30
2023-04-30,West,Grocery,Snacks,Snacks Product 7690,250.07,197.2,16,4001.12,845.9200000000001,25
2023-03-31,North,Electronics,Phones,Phones Product 1559,281.23,229.38,12,3374.76,622.2000000000003,92
2023-04-30,North,Clothing,Kids,Kids Product 3072,208.26,157.43,8,1666.08,406.6399999999999,95
2023-09-30,North,Furniture,Storage,Storage Product 2550,243.05,181.93,19,4617.95,1161.2800000000002,62
2023-11-30,South,Furniture,Storage,Storage Product 7601,317.06,270.98,19,6024.14,875.5199999999998,48
2023-06-30,East,Office Supplies,Paper,Paper Product 7238,323.62,250.22,19,6148.78,1394.6000000000001,56
2023-02-28,North,Electronics,Phones,Phones Product 3035,20.61,16.12,18,370.98,80.81999999999996,17
2023-05-31,West,Grocery,Dairy,Dairy Product 4506,493.05,410.97,19,9367.95,1559.5199999999998,59
2023-04-30,West,Clothing,Kids,Kids Product 3186,427.04,320.11,9,3843.36,962.3700000000001,81
2023-07-31,West,Grocery,Beverages,Beverages Product 6196,427.09,358.04,7,2989.6299999999997,483.3499999999997,75
2023-05-31,North,Grocery,Snacks,Snacks Product 1105,91.49,77.48,15,1372.35,210.14999999999986,32
2023-08-31,West,Clothing,Men,Men Product 9172,19.04,15.06,9,171.35999999999999,35.819999999999986,59
2023-08-31,North,Electronics,Phones,Phones Product 5860,431.65,330.56,6,2589.8999999999996,606.5399999999998,69
2023-11-30,North,Furniture,Chairs,Chairs Product 5754,188.83,131.39,12,2265.96,689.2800000000003,116
2023-04-30,North,Electronics,Accessories,Accessories Product 2620,377.53,239.63,9,3397.7699999999995,1241.1,75
2023-10-31,West,Electronics,Phones,Phones Product 9950,461.99,384.93,14,6467.860000000001,1078.8400000000001,84
2023-07-31,West,Clothing,Men,Men Product 7291,262.1,222.71,11,2883.1000000000004,433.2900000000002,79
2023-09-30,North,Clothing,Kids,Kids Product 5537,36.46,26.47,10,364.6,99.90000000000002,92
2023-12-31,East,Grocery,Beverages,Beverages Product 4584,245.32,200.75,10,2453.2,445.69999999999993,30
2023-07-31,South,Office Supplies,Binders,Binders Product 2351,463.51,412.58,13,6025.63,662.0900000000001,42
2023-04-30,East,Grocery,Snacks,Snacks Product 8434,313.36,203.78,11,3446.96,1205.38,40
2023-06-30,West,Grocery,Dairy,Dairy Product 5123,247.18,232.94,4,988.72,56.960000000000036,26
2023-07-31,South,Office Supplies,Binders,Binders Product 8621,371.86,328.03,3,1115.58,131.49000000000012,39
2023-09-30,North,Furniture,Tables,Tables Product 9683,454.94,310.49,13,5914.22,1877.85,99
2023-01-31,North,Office Supplies,Binders,Binders Product 7935,477.18,295.25,8,3817.44,1455.44,116
2023-01-31,East,Furniture,Chairs,Chairs Product 7733,103.5,82.13,17,1759.5,363.2900000000001,87
2023-12-31,South,Electronics,Laptops,Laptops Product 3525,128.73,95.89,15,1930.9499999999998,492.59999999999985,30
2023-08-31,North,Office Supplies,Binders,Binders Product 8181,173.47,106.39,12,2081.64,804.96,34
2023-06-30,South,Office Supplies,Pens,Pens Product 8664,372.36,349.64,4,1489.44,90.88000000000011,73
2023-08-31,South,Furniture,Tables,Tables Product 8222,265.29,204.45,4,1061.16,243.36000000000013,74
2023-08-31,South,Office Supplies,Pens,Pens Product 1885,240.47,170.99,5,1202.35,347.4,111
2023-04-30,South,Furniture,Tables,Tables Product 4232,373.34,302.33,19,7093.459999999999,1349.1899999999998,112
2023-10-31,South,Electronics,Laptops,Laptops Product 6755,411.09,299.35,6,2466.54,670.4399999999997,25
2023-06-30,North,Grocery,Dairy,Dairy Product 3606,256.58,195.69,3,769.74,182.66999999999996,52
2023-04-30,South,Clothing,Women,Women Product 4071,408.87,356.49,17,6950.79,890.4599999999999,44
2023-11-30,North,Furniture,Tables,Tables Product 8926,447.79,299.1,12,5373.4800000000005,1784.28,105
2023-05-31,North,Grocery,Dairy,Dairy Product 4890,326.74,258.41,2,653.48,136.65999999999997,83
2023-08-31,West,Electronics,Phones,Phones Product 3091,256.29,197.89,1,256.29,58.400000000000034,47
2023-01-31,East,Electronics,Accessories,Accessories Product 7446,486.76,318.14,11,5354.36,1854.8200000000002,91
2023-04-30,East,Electronics,Accessories,Accessories Product 4811,475.67,297.46,4,1902.68,712.8400000000001,33
2023-12-31,South,Office Supplies,Paper,Paper Product 8526,50.29,37.54,6,301.74,76.5,44
2023-05-31,South,Clothing,Women,Women Product 7211,392.66,351.1,11,4319.26,457.16,112
2023-09-30,North,Office Supplies,Pens,Pens Product 5899,338.47,320.36,14,4738.58,253.5400000000002,33
2023-11-30,South,Grocery,Snacks,Snacks Product 6062,427.96,402.5,8,3423.68,203.67999999999984,103
2023-09-30,West,Clothing,Men,Men Product 5204,33.65,20.2,12,403.79999999999995,161.39999999999998,96
2023-10-31,South,Electronics,Laptops,Laptops Product 4052,234.99,161.7,6,1409.94,439.7400000000001,50
2023-05-31,North,Electronics,Accessories,Accessories Product 1565,267.37,251.57,7,1871.5900000000001,110.60000000000008,49
2023-08-31,West,Clothing,Kids,Kids Product 9753,186.66,164.16,2,373.32,45.0,87
2023-03-31,South,Electronics,Accessories,Accessories Product 3479,236.27,217.04,19,4489.13,365.37000000000035,36
2023-01-31,East,Office Supplies,Paper,Paper Product 6725,350.39,304.6,11,3854.29,503.6899999999996,78
2023-10-31,West,Electronics,Accessories,Accessories Product 7194,419.6,371.39,13,5454.8,626.7300000000005,35
2023-05-31,West,Office Supplies,Paper,Paper Product 4221,358.36,253.12,2,716.72,210.48000000000002,54
2023-04-30,North,Clothing,Women,Women Product 7472,22.91,19.67,15,343.65,48.59999999999998,69
2023-07-31,South,Grocery,Beverages,Beverages Product 8596,323.39,201.64,17,5497.63,2069.75,72
2023-01-31,East,Electronics,Accessories,Accessories Product 3971,252.12,206.01,12,3025.44,553.3200000000002,79
2023-08-31,West,Grocery,Snacks,Snacks Product 9276,303.57,287.55,4,1214.28,64.07999999999993,84
2023-12-31,East,Furniture,Storage,Storage Product 6413,359.89,325.21,6,2159.34,208.08000000000004,94
2023-06-30,West,Furniture,Chairs,Chairs Product 7584,219.64,157.2,19,4173.16,1186.36,27
2023-11-30,West,Grocery,Snacks,Snacks Product 7457,42.54,28.07,9,382.86,130.23,10
2023-05-31,East,Clothing,Kids,Kids Product 6491,434.06,305.48,13,5642.78,1671.5399999999997,64
2023-11-30,East,Clothing,Women,Women Product 1800,328.26,205.35,14,4595.639999999999,1720.74,43
2023-02-28,West,Office Supplies,Pens,Pens Product 3088,67.75,63.37,6,406.5,26.280000000000015,95
2023-06-30,East,Electronics,Phones,Phones Product 9801,299.25,245.54,14,4189.5,751.94,47
2023-11-30,West,Office Supplies,Paper,Paper Product 7227,488.48,447.27,16,7815.68,659.3600000000006,79
2023-09-30,West,Electronics,Accessories,Accessories Product 5907,14.83,12.42,5,74.15,12.05,51
2023-03-31,South,Electronics,Phones,Phones Product 2976,403.31,261.68,6,2419.86,849.78,77
2023-11-30,North,Electronics,Laptops,Laptops Product 4619,174.01,115.6,4,696.04,233.64,11
2023-09-30,South,Grocery,Snacks,Snacks Product 4681,334.04,306.96,15,5010.6,406.2000000000006,41
2023-06-30,East,Clothing,Men,Men Product 4090,376.68,340.54,15,5650.2,542.0999999999998,72
2023-05-31,North,Clothing,Men,Men Product 6538,200.88,156.48,4,803.52,177.60000000000002,73
2023-10-31,East,Office Supplies,Binders,Binders Product 2529,311.24,285.09,15,4668.6,392.2500000000005,16
2023-06-30,South,Electronics,Laptops,Laptops Product 1100,112.08,87.83,14,1569.12,339.5,56
2023-04-30,West,Grocery,Snacks,Snacks Product 4392,480.13,362.68,9,4321.17,1057.05,45
2023-08-31,North,Furniture,Chairs,Chairs Product 5648,135.58,106.43,18,2440.44,524.7,31
2023-02-28,North,Office Supplies,Pens,Pens Product 5846,491.98,362.76,7,3443.86,904.5400000000002,83
2023-05-31,West,Electronics,Accessories,Accessories Product 7167,304.01,201.65,15,4560.15,1535.3999999999999,115
2023-10-31,South,Furniture,Chairs,Chairs Product 8791,360.26,308.23,14,5043.639999999999,728.4199999999996,11
2023-07-31,North,Grocery,Dairy,Dairy Product 5118,11.66,8.0,9,104.94,32.94,95
2023-01-31,West,Electronics,Accessories,Accessories Product 1850,98.94,59.85,7,692.5799999999999,273.63,101
2023-07-31,West,Office Supplies,Pens,Pens Product 9167,302.92,183.33,13,3937.96,1554.67,112
2023-06-30,West,Electronics,Phones,Phones Product 3303,199.98,135.81,13,2599.74,834.2099999999998,27
2023-10-31,West,Office Supplies,Binders,Binders Product 1244,72.86,49.44,16,1165.76,374.72,112
2023-09-30,West,Grocery,Dairy,Dairy Product 2734,75.17,45.69,3,225.51,88.44000000000001,10
2023-02-28,East,Grocery,Dairy,Dairy Product 7118,366.64,232.03,18,6599.5199999999995,2422.9799999999996,56
2023-02-28,South,Clothing,Men,Men Product 3840,383.42,360.56,14,5367.88,320.0400000000002,23
2023-02-28,East,Office Supplies,Pens,Pens Product 8802,342.6,233.27,10,3426.0,1093.3000000000002,19
2023-11-30,West,Furniture,Chairs,Chairs Product 8816,233.31,154.44,4,933.24,315.48,80
2023-07-31,West,Grocery,Snacks,Snacks Product 4722,309.15,224.9,19,5873.849999999999,1600.7499999999995,22
2023-05-31,North,Office Supplies,Pens,Pens Product 9031,203.03,165.26,1,203.03,37.77000000000001,115
2023-12-31,South,Grocery,Dairy,Dairy Product 5559,417.63,276.11,10,4176.3,1415.1999999999998,83
2023-10-31,South,Electronics,Phones,Phones Product 5308,99.5,85.84,17,1691.5,232.21999999999994,55
2023-01-31,West,Grocery,Beverages,Beverages Product 6761,399.69,328.05,1,399.69,71.63999999999999,46
2023-06-30,West,Clothing,Men,Men Product 7831,388.0,233.1,3,1164.0,464.70000000000005,103
2023-10-31,West,Grocery,Beverages,Beverages Product 5554,251.98,178.71,3,755.9399999999999,219.80999999999995,18
2023-10-31,South,Clothing,Men,Men Product 3204,319.97,217.99,10,3199.7000000000003,1019.8000000000002,31
2023-05-31,West,Electronics,Phones,Phones Product 9509,356.56,297.76,10,3565.6,588.0000000000001,74
2023-01-31,North,Office Supplies,Binders,Binders Product 3542,325.95,242.44,16,5215.2,1336.1599999999999,20
2023-03-31,West,Furniture,Storage,Storage Product 7026,192.48,167.79,2,384.96,49.379999999999995,61
2023-03-31,East,Furniture,Chairs,Chairs Product 2772,418.27,354.26,11,4600.969999999999,704.1099999999999,105
2023-04-30,South,Grocery,Snacks,Snacks Product 8321,37.06,34.62,9,333.54,21.960000000000043,89
2023-09-30,East,Electronics,Phones,Phones Product 3852,62.16,58.38,15,932.4,56.69999999999991,12
2023-09-30,South,Grocery,Snacks,Snacks Product 1839,291.73,265.9,15,4375.950000000001,387.4500000000006,61
2023-10-31,West,Furniture,Chairs,Chairs Product 7278,266.12,210.9,16,4257.92,883.52,16
2023-02-28,South,Furniture,Tables,Tables Product 4332,251.69,226.54,11,2768.59,276.6500000000001,113
2023-01-31,North,Grocery,Dairy,Dairy Product 2301,384.12,299.14,19,7298.28,1614.6200000000003,73
2023-09-30,West,Furniture,Chairs,Chairs Product 9620,339.73,255.26,18,6115.14,1520.4600000000005,27
2023-01-31,South,Furniture,Tables,Tables Product 7764,495.23,426.15,5,2476.15,345.4000000000002,94
2023-04-30,South,Office Supplies,Pens,Pens Product 5389,49.9,37.55,3,149.7,37.050000000000004,61
2023-03-31,West,Office Supplies,Pens,Pens Product 4577,37.19,26.02,2,74.38,22.339999999999996,22
2023-02-28,South,Grocery,Beverages,Beverages Product 8200,418.88,304.22,16,6702.08,1834.5599999999995,117
2023-02-28,South,Electronics,Phones,Phones Product 7953,72.65,51.53,15,1089.75,316.80000000000007,50
2023-05-31,West,Office Supplies,Binders,Binders Product 4914,88.58,73.23,5,442.9,76.74999999999997,70
2023-12-31,South,Clothing,Men,Men Product 4307,109.21,99.55,18,1965.78,173.87999999999994,53
2023-12-31,East,Furniture,Tables,Tables Product 4055,308.52,214.8,16,4936.32,1499.5199999999995,11
2023-03-31,South,Grocery,Beverages,Beverages Product 6587,462.37,407.7,3,1387.1100000000001,164.01000000000005,109
2023-07-31,West,Clothing,Kids,Kids Product 6667,37.48,30.25,16,599.68,115.67999999999995,115
2023-09-30,North,Grocery,Snacks,Snacks Product 8874,162.41,115.64,17,2760.97,795.0899999999999,11
2023-03-31,East,Clothing,Women,Women Product 9027,453.88,428.28,11,4992.68,281.60000000000025,92
2023-10-31,North,Electronics,Accessories,Accessories Product 3892,209.79,186.89,2,419.58,45.80000000000001,27
2023-02-28,West,Clothing,Men,Men Product 3742,183.41,167.27,18,3301.38,290.51999999999975,47
2023-07-31,South,Office Supplies,Binders,Binders Product 7563,200.8,149.4,17,3413.6000000000004,873.8000000000001,97
2023-11-30,South,Furniture,Tables,Tables Product 2672,370.96,282.03,4,1483.84,355.72,79
2023-08-31,South,Grocery,Beverages,Beverages Product 5722,453.99,293.17,5,2269.95,804.0999999999999,79
2023-04-30,East,Clothing,Men,Men Product 1676,302.23,269.74,8,2417.84,259.9200000000001,24
2023-11-30,South,Clothing,Kids,Kids Product 3686,271.18,175.8,10,2711.8,953.8,28
2023-11-30,South,Clothing,Kids,Kids Product 2683,436.15,364.87,18,7850.7,1283.0399999999995,34
2023-02-28,South,Furniture,Chairs,Chairs Product 8726,203.67,155.44,10,2036.6999999999998,482.2999999999999,22
2023-04-30,East,Furniture,Storage,Storage Product 5288,454.37,349.67,2,908.74,209.39999999999998,77
2023-07-31,South,Electronics,Phones,Phones Product 4692,17.59,12.23,7,123.13,37.519999999999996,92
2023-12-31,North,Furniture,Tables,Tables Product 7106,140.99,115.7,12,1691.88,303.4800000000001,93
2023-08-31,West,Clothing,Women,Women Product 9512,471.78,359.21,12,5661.36,1350.84,46
2023-01-31,North,Electronics,Laptops,Laptops Product 6600,434.26,280.64,10,4342.6,1536.2,45
2023-01-31,West,Grocery,Snacks,Snacks Product 4342,379.94,239.8,6,2279.64,840.8399999999999,31
2023-02-28,South,Grocery,Dairy,Dairy Product 4871,34.07,24.43,6,204.42000000000002,57.84,75
2023-10-31,South,Grocery,Dairy,Dairy Product 9530,227.42,199.74,2,454.84,55.35999999999996,45
2023-11-30,South,Electronics,Accessories,Accessories Product 4767,39.97,26.16,15,599.55,207.14999999999998,55
2023-06-30,East,Electronics,Phones,Phones Product 1923,202.09,185.26,2,404.18,33.660000000000025,28
2023-09-30,East,Electronics,Phones,Phones Product 1782,369.89,282.86,15,5548.349999999999,1305.4499999999996,76
2023-05-31,West,Clothing,Women,Women Product 5051,368.36,348.57,14,5157.04,277.0600000000003,25
2023-03-31,South,Electronics,Accessories,Accessories Product 2865,61.0,53.45,3,183.0,22.64999999999999,37
2023-11-30,West,Furniture,Chairs,Chairs Product 2976,112.65,68.79,5,563.25,219.3,21
2023-12-31,West,Office Supplies,Paper,Paper Product 9046,207.6,192.54,13,2698.7999999999997,195.78000000000003,110
2023-12-31,North,Office Supplies,Pens,Pens Product 2099,27.03,24.63,6,162.18,14.400000000000013,82
2023-01-31,South,Furniture,Tables,Tables Product 6125,390.07,273.38,3,1170.21,350.07,51
2023-10-31,South,Office Supplies,Paper,Paper Product 6083,450.99,379.22,10,4509.9,717.6999999999998,96
2023-05-31,West,Electronics,Laptops,Laptops Product 3069,313.82,204.48,9,2824.38,984.0600000000001,53
2023-04-30,West,Electronics,Phones,Phones Product 5063,372.37,279.93,19,7075.03,1756.36,57
2023-02-28,East,Grocery,Dairy,Dairy Product 7926,334.73,279.58,16,5355.68,882.4000000000005,96
2023-10-31,West,Office Supplies,Pens,Pens Product 9191,171.26,134.76,17,2911.42,620.5,94
2023-08-31,North,Furniture,Storage,Storage Product 3291,113.16,81.31,14,1584.24,445.8999999999999,115
2023-06-30,East,Grocery,Dairy,Dairy Product 2438,144.11,95.28,14,2017.5400000000002,683.6200000000001,28
2023-06-30,East,Electronics,Phones,Phones Product 4741,197.47,141.0,19,3751.93,1072.93,57
2023-09-30,East,Furniture,Tables,Tables Product 8588,374.76,334.3,16,5996.16,647.3599999999997,13
2023-04-30,East,Electronics,Laptops,Laptops Product 5507,372.36,325.54,15,5585.400000000001,702.3,27
2023-01-31,South,Grocery,Beverages,Beverages Product 9631,380.12,348.03,6,2280.7200000000003,192.5400000000002,100
2023-12-31,East,Electronics,Phones,Phones Product 1703,198.05,128.64,18,3564.9,1249.3800000000006,43
2023-01-31,North,Grocery,Dairy,Dairy Product 1305,35.72,26.78,3,107.16,26.819999999999993,26
2023-06-30,East,Furniture,Tables,Tables Product 1402,351.31,244.13,13,4567.03,1393.3400000000001,81
2023-10-31,East,Grocery,Dairy,Dairy Product 5402,156.21,129.68,13,2030.73,344.89,76
2023-11-30,West,Grocery,Dairy,Dairy Product 6768,276.46,230.8,6,1658.7599999999998,273.9599999999998,76
2023-11-30,West,Office Supplies,Pens,Pens Product 2701,121.81,86.62,14,1705.3400000000001,492.65999999999997,79
2023-09-30,East,Electronics,Accessories,Accessories Product 8572,449.55,411.61,7,3146.85,265.58,39
2023-11-30,West,Electronics,Phones,Phones Product 5587,448.94,312.52,19,8529.86,2591.9800000000005,17
2023-04-30,South,Clothing,Kids,Kids Product 4613,448.51,374.94,14,6279.139999999999,1029.98,110
2023-12-31,West,Grocery,Snacks,Snacks Product 5029,335.53,230.19,13,4361.889999999999,1369.4199999999996,44
2023-03-31,South,Furniture,Tables,Tables Product 2593,350.17,319.5,8,2801.36,245.36000000000013,41
2023-04-30,South,Office Supplies,Binders,Binders Product 2908,356.49,287.22,2,712.98,138.53999999999996,113
2023-09-30,East,Clothing,Women,Women Product 6251,418.8,296.54,1,418.8,122.25999999999999,11
2023-02-28,West,Office Supplies,Binders,Binders Product 8815,326.12,227.9,10,3261.2,982.2,58
2023-05-31,South,Office Supplies,Pens,Pens Product 2129,403.2,345.88,5,2016.0,286.59999999999997,25
2023-03-31,South,Clothing,Men,Men Product 7385,305.03,231.59,17,5185.509999999999,1248.4799999999996,113
2023-09-30,North,Grocery,Beverages,Beverages Product 9493,356.37,293.1,3,1069.1100000000001,189.80999999999995,26
2023-04-30,South,Clothing,Men,Men Product 8518,367.59,241.74,18,6616.62,2265.2999999999993,99
2023-10-31,West,Clothing,Kids,Kids Product 1211,426.89,332.34,16,6830.24,1512.8000000000002,21
2023-03-31,East,Clothing,Men,Men Product 6891,224.59,200.98,5,1122.95,118.05000000000007,74
2023-12-31,West,Clothing,Kids,Kids Product 4037,75.36,48.13,7,527.52,190.60999999999999,81
2023-02-28,South,Furniture,Storage,Storage Product 2634,18.56,12.39,3,55.67999999999999,18.509999999999994,88
2023-01-31,West,Electronics,Laptops,Laptops Product 5901,181.25,167.22,18,3262.5,252.54000000000002,89
2023-10-31,North,Furniture,Tables,Tables Product 5177,76.26,53.03,14,1067.64,325.22,55
2023-11-30,South,Office Supplies,Binders,Binders Product 3612,380.19,308.63,19,7223.61,1359.64,67
2023-09-30,West,Electronics,Phones,Phones Product 2844,410.59,388.61,2,821.18,43.95999999999992,28
2023-06-30,East,Office Supplies,Binders,Binders Product 5476,320.72,206.66,3,962.1600000000001,342.18000000000006,96
2023-08-31,East,Grocery,Beverages,Beverages Product 7180,218.04,194.53,4,872.16,94.03999999999996,24
2023-09-30,East,Furniture,Chairs,Chairs Product 4607,257.93,190.75,4,1031.72,268.72,111
2023-08-31,North,Electronics,Phones,Phones Product 4412,344.71,276.86,3,1034.1299999999999,203.5499999999999,21
2023-10-31,North,Clothing,Kids,Kids Product 9822,135.84,102.72,6,815.04,198.72000000000003,11
2023-11-30,West,Electronics,Phones,Phones Product 8121,13.8,10.58,9,124.2,28.980000000000004,96
2023-06-30,North,Electronics,Phones,Phones Product 6153,444.58,333.07,16,7113.28,1784.1599999999999,29
2023-08-31,South,Clothing,Men,Men Product 3481,417.5,381.43,3,1252.5,108.20999999999998,88
2023-07-31,West,Grocery,Snacks,Snacks Product 4651,22.24,16.45,8,177.92,46.31999999999999,23
2023-02-28,West,Office Supplies,Binders,Binders Product 4775,284.87,185.14,7,1994.0900000000001,698.1100000000001,37
2023-10-31,West,Electronics,Phones,Phones Product 2545,466.39,391.38,13,6063.07,975.1299999999999,64
2023-03-31,West,Clothing,Women,Women Product 1371,85.66,76.06,13,1113.58,124.79999999999993,51
2023-12-31,East,Grocery,Beverages,Beverages Product 5315,164.09,146.06,15,2461.35,270.45000000000005,45
2023-04-30,West,Grocery,Dairy,Dairy Product 4411,207.34,149.33,10,2073.4,580.0999999999999,103
2023-07-31,North,Grocery,Snacks,Snacks Product 8400,484.4,426.08,11,5328.4,641.52,19
2023-03-31,North,Office Supplies,Binders,Binders Product 4107,205.31,142.64,1,205.31,62.670000000000016,116
2023-01-31,South,Furniture,Tables,Tables Product 8169,249.34,193.48,11,2742.7400000000002,614.4600000000002,64
2023-03-31,East,Furniture,Tables,Tables Product 1284,204.5,135.16,3,613.5,208.02,112
2023-04-30,South,Grocery,Beverages,Beverages Product 5800,357.27,277.79,2,714.54,158.95999999999992,59
2023-08-31,South,Furniture,Tables,Tables Product 5816,133.7,107.2,16,2139.2,423.9999999999998,58
2023-06-30,West,Office Supplies,Binders,Binders Product 2795,451.6,290.89,19,8580.4,3053.4900000000007,115
2023-04-30,East,Office Supplies,Binders,Binders Product 8179,374.36,269.04,4,1497.44,421.28,80
2023-05-31,North,Electronics,Laptops,Laptops Product 7387,473.07,374.61,17,8042.19,1673.8199999999997,112
2023-02-28,North,Electronics,Accessories,Accessories Product 9296,175.45,135.38,15,2631.75,601.05,30
2023-06-30,South,Clothing,Men,Men Product 4854,32.78,20.94,10,327.8,118.4,12
2023-07-31,South,Grocery,Snacks,Snacks Product 5857,364.86,265.7,3,1094.58,297.4800000000001,39
2023-04-30,South,Electronics,Phones,Phones Product 7212,159.73,123.54,7,1118.11,253.32999999999987,48
2023-04-30,East,Clothing,Women,Women Product 3197,174.2,157.14,8,1393.6,136.48000000000002,38
2023-04-30,West,Electronics,Phones,Phones Product 4766,140.24,91.56,15,2103.6000000000004,730.2,79
2023-09-30,West,Grocery,Dairy,Dairy Product 7810,475.48,419.36,13,6181.24,729.5600000000001,109
2023-06-30,East,Electronics,Phones,Phones Product 3011,72.97,46.02,3,218.91,80.85,15
2023-09-30,South,Furniture,Chairs,Chairs Product 5213,187.49,126.76,7,1312.43,425.11,73
2023-08-31,East,Furniture,Storage,Storage Product 8116,411.37,256.91,7,2879.59,1081.2199999999998,55
2023-01-31,South,Furniture,Storage,Storage Product 3025,178.02,132.88,18,3204.36,812.5200000000002,17
2023-12-31,North,Clothing,Women,Women Product 5127,350.25,304.31,17,5954.25,780.98,10
2023-10-31,West,Clothing,Women,Women Product 2787,59.08,42.74,4,236.32,65.35999999999999,98
2023-10-31,North,Furniture,Storage,Storage Product 3652,196.82,152.6,16,3149.12,707.52,11
2023-01-31,South,Office Supplies,Paper,Paper Product 5923,499.39,364.63,15,7490.849999999999,2021.3999999999999,69
2023-12-31,North,Clothing,Women,Women Product 8810,184.12,147.48,17,3130.04,622.8800000000002,60
2023-09-30,North,Grocery,Snacks,Snacks Product 5065,376.59,356.74,16,6025.44,317.59999999999945,59
2023-02-28,East,Clothing,Men,Men Product 3056,188.5,118.4,2,377.0,140.2,99
2023-11-30,North,Office Supplies,Paper,Paper Product 5797,237.29,147.26,9,2135.61,810.27,112
2023-05-31,North,Office Supplies,Binders,Binders Product 6267,289.66,252.08,9,2606.94,338.22000000000014,96
2023-05-31,South,Clothing,Kids,Kids Product 6518,74.65,57.74,10,746.5,169.10000000000002,96
2023-04-30,West,Furniture,Chairs,Chairs Product 8011,498.4,364.5,2,996.8,267.79999999999995,43
2023-02-28,West,Clothing,Men,Men Product 2473,210.33,141.37,1,210.33,68.96000000000001,64
2023-05-31,North,Furniture,Chairs,Chairs Product 4251,162.59,104.44,3,487.77,174.45000000000002,93
2023-05-31,East,Furniture,Chairs,Chairs Product 5257,104.34,89.82,10,1043.4,145.2000000000001,10
2023-05-31,North,Office Supplies,Pens,Pens Product 2139,242.86,183.91,4,971.44,235.80000000000007,86
2023-11-30,West,Grocery,Beverages,Beverages Product 2971,386.6,312.02,6,2319.6000000000004,447.48000000000025,92
2023-06-30,North,Electronics,Phones,Phones Product 1304,447.35,277.89,7,3131.4500000000003,1186.2200000000003,41
2023-04-30,West,Office Supplies,Paper,Paper Product 9366,379.69,305.3,9,3417.21,669.5099999999999,74
2023-07-31,West,Furniture,Chairs,Chairs Product 9783,64.78,51.68,19,1230.82,248.90000000000003,81
2023-12-31,South,Clothing,Men,Men Product 7441,447.58,418.29,11,4923.38,322.1899999999996,78
2023-10-31,West,Furniture,Storage,Storage Product 3365,105.68,64.98,12,1268.16,488.40000000000003,32
2023-04-30,North,Grocery,Beverages,Beverages Product 4179,355.16,301.63,5,1775.8000000000002,267.65000000000015,33
2023-09-30,West,Electronics,Laptops,Laptops Product 9262,410.92,247.36,14,5752.88,2289.84,28
2023-12-31,North,Clothing,Kids,Kids Product 3940,381.94,238.24,2,763.88,287.4,99
2023-12-31,North,Office Supplies,Paper,Paper Product 9766,188.18,137.51,4,752.72,202.68000000000006,47
